what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1779200528073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1779200532704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779200543383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779200566005
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779200648884
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779200649062
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779200669485
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779200669649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779200672283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779200691725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779202843582
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779202911920
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779202912090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779202986637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779203054498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779203057949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779203799241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779203800187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204000966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204037784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204578885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204582194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204631639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779204672936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204673397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204693558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779204704246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204740596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204746973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204750423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204774148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1779204775927
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1779204780338
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1779204780338
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1779204780338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204780385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204790676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204791256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204794251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779204803288
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779204807667
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779204810544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779204821707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779204832902
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1779204895069
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779204895133
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779204895167
