what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1779082807165
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779082815773
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779082817156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1779082823765
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779082825335
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779082826907
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779082828254
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1779082831011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779082831020
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779082833924
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779082834133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082836693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082840566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082856780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082871033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1779082877988
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779082889344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1779082890167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082891188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082909951
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779082912763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082924882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082932326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1779082933206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1779082933570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082935183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779082958764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779082995840
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1779082997989
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1779082998510
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1779082999995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083000301
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1779083002114
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1779083002114
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1779083002114
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1779083002120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083002167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083002190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083005599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083009197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083025675
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779083026718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1779083027961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083031861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083038257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1779083044309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779083045492
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1779083051292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083053049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083054331
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779083056107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083063392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083103634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083111736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083165984
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779083166758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083168148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083431671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083459557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083863927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083864445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083866280
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1779083866335
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779083866503
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1779083866917
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1779083866918
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1779083866924
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1779083866924
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1779083866925
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1779083866925
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1779083866925
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1779083866925
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1779083866925
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1779083866927
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1779083866928
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1779083866931
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1779083866933
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1779083866935
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1779083866935
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1779083866940
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1779083866942
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1779083866942
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1779083866944
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1779083866944
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1779083866948
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1779083866948
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1779083866951
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1779160633162
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1779160633162
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1779160633162
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1779160633162
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1779160633162
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1779160633162
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1779160633162
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1779160633164
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1779160633164
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1779160633164
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1779160633164
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1779160633164
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1779160633164
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1779160633164
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1779160633164
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1779160633164
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1779160633164
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1779160633164
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1779160633164
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1779160633164
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1779160633164
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1779160633164
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1779160633164
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1779160633164
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1779160633164
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1779160633164
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1779160633164
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1779160633164
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1779160633164
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1779160633164
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1779160633164
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1779160633164
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1779160633164
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1779160633164
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1779160633164
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1779160633164
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1779160633164
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1779160633164
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1779160633164
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1779160633164
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1779160633164
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1779160633164
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1779160633164
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1779160633164
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1779160633164
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1779160633164
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1779160633177
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1779160633177
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1779160633177
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1779160633177
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1779160633177
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1779160633254
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1779160633254
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1779160633254
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1779160633254
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1779160633254
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1779160633254
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1779160633254
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1779160633254
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1779160633254
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1779160633261
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1779160633261
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1779160633261
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1779160633261
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1779160633261
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1779160633261
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1779160633261
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1779160633263
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1779160633263
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1779160633263
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1779160633263
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1779160633263
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1779160633263
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1779160633263
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1779160633263
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1779160633263
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1779160633263
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1779160633263
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1779160633263
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1779160633263
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1779160633263
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1779160633263
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1779160633263
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1779160633263
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1779160633263
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1779160633263
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1779160633263
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1779160633275
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1779160633275
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1779160633275
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1779160633275
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1779160633275
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1779160633275
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1779160633275
os,sysinfo,,,"win32",1779160633275
arch,sysinfo,,,"x86",1779160633275
ws,sysinfo,,,"win32",1779160633275
locale,sysinfo,,,"en_US",1779160633275
processors,sysinfo,,,"16",1779160633275
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1779160633275
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1779160633275
java.specification.name,sysinfo,,,"Java Platform API Specification",1779160633275
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1779160633275
java.specification.version,sysinfo,,,"1.6",1779160633275
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1779160633275
java.version,sysinfo,,,"1.6.0_23",1779160633275
java.vm.info,sysinfo,,,"mixed mode",1779160633275
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1779160633275
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1779160633275
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1779160633275
java.vm.specification.version,sysinfo,,,"1.0",1779160633275
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1779160633275
java.vm.version,sysinfo,,,"19.0-b09",1779160633275
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1779160634227
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1779160663190
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779160697548
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779160698306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779160711477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779160853380
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1779160879025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779160879975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779161125421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779161250336
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1779161365934
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1779161367281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1779161575346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779161654391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779162031595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779162034179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779162099886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779162101465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779164508144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779164519651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779164545919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779165003792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779165053021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779165057783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779165790585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779165794630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779167252927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779167253982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779167282673
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1779167287716
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1779167292484
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1779167292569
