what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1779195251932
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1779195251932
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1779195251939
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1779195251940
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1779195251941
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1779195251942
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1779195251944
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1779195251945
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1779195251946
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1779195251948
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1779195251949
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1779195251951
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1779195251952
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1779195251954
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1779195251954
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1779195251956
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1779195251956
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1779195251964
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1779195251965
os,sysinfo,,,"win32",1779195251968
arch,sysinfo,,,"x86",1779195251968
ws,sysinfo,,,"win32",1779195251968
locale,sysinfo,,,"en_US",1779195251968
processors,sysinfo,,,"16",1779195251968
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1779195251968
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1779195251968
java.specification.name,sysinfo,,,"Java Platform API Specification",1779195251968
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1779195251968
java.specification.version,sysinfo,,,"1.6",1779195251968
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1779195251968
java.version,sysinfo,,,"1.6.0_23",1779195251968
java.vm.info,sysinfo,,,"mixed mode",1779195251968
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1779195251968
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1779195251968
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1779195251968
java.vm.specification.version,sysinfo,,,"1.0",1779195251968
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1779195251968
java.vm.version,sysinfo,,,"19.0-b09",1779195251968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195251972
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1779195252094
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1779195254102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195261522
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1779195262224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195264683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195273174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1779195275812
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1779195276626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195278018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195281733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195283214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195882592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195884252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195899543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195900202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195901583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779195901925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779196151012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779196153662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779196402720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779196404464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197066939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197068458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197166407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197166795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197186454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197187314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197433631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197434782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197436326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197439206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197503368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197514576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197516442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197532283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1779197559794
